Well,Day,Area (um2),Perimeter (um),Equivalent diameter (um),Equivalent volume (um3),Form factor,Solidity,Eccentricity,Normalized mean intensity,Normalized median intensity,Normalized sum intensity,Normalized upper quartile intensity,Normalized lower quartile intensity,Granularity,Contrast,Dissimilarity,Homogeneity,Energy,Correlation,Angular second moment,Organoid_index,Condition
A01,T0,21275.13014,761.8375695,164.5853487,1313090.517,0.460635408,0.930689016,0.543168958,1.233545686,1.409090909,29195.55929,0.972375691,2.109090909,0.723750377,34.57160351,4.210329703,0.241876196,0.024483397,0.987921752,0.000603272,10_0,Control
A01,T0,15561.60792,624.7912226,140.7609839,821425.2157,0.50095013,0.952822831,0.767300557,1.394805426,1.5,22220.64524,1.099447514,2.381818182,0.33977381,27.07631718,3.706413941,0.274599157,0.024972117,0.991818919,0.000626622,14_0,Control
A01,T0,13247.24019,576.1224367,129.8726687,645170.4137,0.50154014,0.936558112,0.425966161,1.204189847,1.309090909,15388.34205,1,1.872727273,0.614295183,18.08088846,2.978949464,0.325305954,0.030046798,0.994718338,0.000907228,15_0,Control
A01,T0,11643.06595,525.8666209,121.7555419,531602.9269,0.529085685,0.944337852,0.629811196,1.536998208,1.8,15960.18939,1.165745856,2.763636364,0.407656492,46.10079839,4.113413524,0.325341324,0.050538948,0.983660946,0.002564295,17_0,Control
A01,T0,11366.47522,514.9272183,120.3006473,512772.8726,0.53869628,0.937118241,0.340206909,1.421797875,1.627272727,15213.23726,1.055248619,2.690909091,0.939603322,32.2946256,3.988936737,0.257334293,0.032695958,0.984008638,0.001078443,19_0,Control
A01,T0,7302.099235,413.6432976,96.42261926,264032.8254,0.536297301,0.934277922,0.372247583,1.145662276,1.172727273,6206.052547,1.022099448,1.6,8.011523392,54.78698567,4.838797452,0.24237646,0.028637411,0.988466736,0.000823417,21_0,Control
A01,T0,14392.07626,595.9618156,135.3682408,730586.2667,0.50920944,0.935740121,0.552588133,1.582728295,1.790909091,22667.83464,1.143646409,3.163636364,0.274196599,19.39400638,2.950540088,0.351694544,0.04885931,0.989316647,0.00239792,22_0,Control
A01,T0,3692.642208,318.8275654,68.56834608,94949.38833,0.456494309,0.905469148,0.430370029,1.327943771,1.490909091,1752.885777,1.049723757,2.290909091,10.96436652,40.22667924,4.608631654,0.22856139,0.040990904,0.987486816,0.001683204,27_0,Control
A01,T0,19257.10962,794.728246,156.5851637,1130766.623,0.383145447,0.886239652,0.742485069,1.235246483,1.354545455,23782.20053,0.961325967,2.127272727,2.250172372,63.98736671,5.684732776,0.192967851,0.020661717,0.973284959,0.000429866,30_0,Control
A01,T0,6583.587228,393.3515224,91.55590426,226037.3557,0.534700743,0.956600567,0.19422307,1.532998018,1.781818182,6676.206368,1.165745856,2.818181818,0.532178218,37.88472695,3.914349831,0.324493084,0.051640971,0.986500092,0.002677137,33_0,Control
A01,T0,31928.03248,991.3103125,201.6234945,2414040.555,0.408284387,0.891817515,0.590025673,1.589578784,1.827272727,61680.42555,1.17679558,3.145454545,0.219876248,23.22939987,2.977997545,0.370913068,0.049617557,0.99127675,0.00247089,38_0,Control
A01,T0,24259.39853,822.0555265,175.7498949,1598845.028,0.451115331,0.929863194,0.541449045,1.42965955,1.690909091,40206.31552,1.149171271,2.363636364,0.334671522,17.80210811,2.844435526,0.353092941,0.045948386,0.99541604,0.002119179,39_0,Control
A01,T0,12306.98769,635.9355974,125.1788456,577715.4419,0.382415387,0.878952156,0.733106396,1.145641678,1.263636364,11859.68265,0.889502762,1.945454545,1.527992434,45.9402566,5.070365004,0.196296283,0.023029207,0.978189335,0.000533424,41_0,Control
A01,T0,9803.113715,478.0726102,111.7215827,410707.2674,0.53899679,0.945066787,0.630265706,1.305504352,1.381818182,11120.28607,0.939226519,2.490909091,2.503783567,42.11962778,4.673704178,0.220030696,0.027486418,0.961520215,0.000758891,43_0,Control
A01,T0,13772.86656,649.6691323,132.4241607,683947.6107,0.410062201,0.901514378,0.741579265,0.994838877,1.018181818,12964.74025,0.79558011,1.618181818,1.206760419,42.63711119,4.651598047,0.224833563,0.022826865,0.982869059,0.000523227,44_0,Control
A01,T0,25397.99571,1055.402149,179.8269515,1712716.554,0.286532152,0.751924024,0.871699782,1.336571207,1.490909091,33018.6551,1.038674033,2.381818182,0.93708166,31.932679,3.860831936,0.276099871,0.030137774,0.986981374,0.000915211,50_0,Control
A01,T0,29552.57563,915.4591839,193.978112,2149707.31,0.443125997,0.920801542,0.627765279,1.291389244,1.4,46377.66192,1.005524862,2.309090909,0.728852928,27.39639394,3.564848635,0.296265871,0.026324891,0.989326293,0.000697325,53_0,Control
A01,T0,8931.488982,557.3752397,106.6392281,357167.659,0.361275397,0.864504441,0.827562629,0.71933696,0.636363636,4582.895769,0.668508287,0.890909091,10.41612644,23.96586393,3.461912027,0.291108966,0.03342677,0.993675571,0.001125115,54_0,Control
A01,T0,11275.49143,570.7764474,119.8182022,506628.4171,0.434923882,0.904474935,0.731097486,0.892987773,0.927272727,8311.930191,0.701657459,1.436363636,6.929349599,73.54379439,6.420943222,0.161435291,0.020996259,0.963673726,0.000443015,57_0,Control
A01,T0,9031.831108,506.5945588,107.236582,363203.5116,0.44224673,0.901130823,0.647919256,1.147813864,1.309090909,7282.878964,0.845303867,2.363636364,1.462890735,32.69850094,3.855167206,0.272041688,0.040825822,0.978676501,0.001678692,59_0,Control
A01,T0,23762.62703,777.8155029,173.9411292,1549986.816,0.493572694,0.955053128,0.406527304,1.131591321,1.263636364,31673.24108,0.950276243,1.709090909,0.473919792,42.30282666,4.49030605,0.246258238,0.022709432,0.989142446,0.000518009,7_0,Control
A01,T0,15235.88594,620.1274707,139.2800506,795770.6117,0.497869631,0.936920519,0.52587396,1.164211635,1.272727273,18079.04248,0.91160221,1.981818182,1.598208409,39.51472786,4.399789401,0.238316406,0.023256137,0.983766675,0.000543392,8_0,Control
A01,T0,11922.25622,566.9450191,123.2066885,550838.1404,0.46610786,0.926169753,0.711492869,1.258214137,1.218181818,13139.53023,1.060773481,2.054545455,1.09683341,34.66635351,3.96867885,0.267356753,0.028153806,0.990774912,0.000796309,9_0,Control
A02,T0,14810.34175,641.4140901,137.321203,762665.2295,0.452374329,0.933769299,0.719224994,1.445925969,1.681818182,20803.98284,1.044585987,3.230769231,1.191011582,16.69044657,2.892907439,0.31508579,0.032697808,0.988306037,0.00107614,11_0,Control
A02,T0,9156.348927,489.0120127,107.9732631,370740.3268,0.481164018,0.928240131,0.668471329,1.346074413,1.522727273,10017.48578,0.936305732,3.102564103,1.794879949,7.69091963,2.107370306,0.372978512,0.043048691,0.989343976,0.001864347,12_0,Control
A02,T0,6245.387473,384.6689528,89.17328245,208845.6379,0.530389578,0.947395402,0.620152721,1.249466499,1.409090909,4790.454559,0.872611465,2.871794872,1.897276424,5.4948278,1.74264652,0.434197883,0.05441432,0.992531201,0.002969902,13_0,Control
A02,T0,15999.10999,611.5774044,142.7259595,856308.1215,0.537530146,0.941055947,0.579168561,1.011875447,1.136363636,17374.91331,0.751592357,2.153846154,2.153671707,17.29603257,2.989063925,0.307066247,0.031876352,0.984901968,0.001026411,15_0,Control
A02,T0,18318.67679,674.3772355,152.7221781,1049125.582,0.50617205,0.946909433,0.392532632,1.74627914,2.068181818,34899.38861,1.222929936,4.179487179,0.241197224,10.86971843,2.142416452,0.418946242,0.054769485,0.989804863,0.003017781,16_0,Control
A02,T0,10221.37921,517.6788991,114.080078,437270.9016,0.479290078,0.918519903,0.490211158,1.551116839,1.875,13320.99141,1.140127389,3.435897436,0.370432052,10.85196246,2.435378256,0.347456696,0.039512513,0.994667836,0.001572221,17_0,Control
A02,T0,31193.40334,971.0185373,199.2904279,2331205.013,0.415735952,0.917898859,0.715749469,1.713795863,2.090909091,65511.56066,1.242038217,3.923076923,0.220566451,11.37968221,2.095280414,0.438479388,0.05302551,0.994631289,0.002824377,21_0,Control
A02,T0,18932.68741,673.0200467,155.2605755,1102312.479,0.525250081,0.954197073,0.568376619,1.351667222,1.590909091,28671.56512,0.98089172,3.025641026,0.756057311,33.78437708,3.837853178,0.282047514,0.031367572,0.971982397,0.000993508,25_0,Control
A02,T0,4916.504195,335.5777878,79.11945123,145871.6677,0.548630395,0.94669136,0.706549598,1.482414095,1.625,3674.904542,1.070063694,3.179487179,6.122163186,25.42712162,3.481595686,0.291438958,0.03751218,0.986694296,0.00141476,26_0,Control
A02,T0,22433.22384,985.384572,169.0055257,1421752.045,0.290328745,0.825098002,0.276918073,1.681954023,1.988636364,36779.28862,1.21656051,3.692307692,0.359946325,13.13401518,2.268887269,0.400634113,0.040440253,0.991943426,0.001644019,27_0,Control
A02,T0,17262.48493,659.7213252,148.254101,959712.8192,0.498416179,0.932720939,0.660765656,1.313228205,1.5,23762.86436,0.974522293,2.846153846,1.12868968,19.90507891,3.130905192,0.300193128,0.028007492,0.989186878,0.000790103,28_0,Control
A02,T0,7735.701995,446.3165673,99.2441519,287896.1939,0.488004221,0.919308001,0.287458973,1.310019207,1.522727273,7108.164219,0.898089172,3.076923077,1.087685004,5.030436069,1.722036131,0.422671294,0.059529761,0.988113275,0.003563694,32_0,Control
A02,T0,43568.23894,1056.6144,235.5266539,3848055.575,0.490395887,0.953041659,0.401227297,1.814918915,2.159090909,107822.5178,1.25477707,4.512820513,0.060399223,5.483415068,1.461013072,0.509866526,0.070574364,0.995461947,0.00499777,33_0,Control
A02,T0,8422.239698,473.3539722,103.5544718,327060.2189,0.47235162,0.926241459,0.563846604,1.335367014,1.522727273,7974.811806,0.961783439,2.974358974,2.478915909,9.399796094,2.359480398,0.33797347,0.038389215,0.99034861,0.001481054,37_0,Control
A02,T0,12456.46106,564.23579,125.9367254,588272.2185,0.491680832,0.932728618,0.355649367,1.5823353,1.920454545,18412.05355,1.203821656,3.358974359,0.463394139,27.57212959,3.458414458,0.309599211,0.037331668,0.989742224,0.001399548,38_0,Control
A02,T0,12139.31755,560.0119999,124.3232044,565949.5716,0.486417812,0.919071049,0.615029525,1.733609639,2.022727273,19988.51914,1.184713376,4.128205128,0.570450293,10.95418732,2.324581309,0.368003809,0.047330517,0.983891854,0.002252088,42_0,Control
A02,T0,8045.306843,462.499473,101.2106853,305351.6322,0.472639476,0.89349847,0.680491779,1.20720973,1.340909091,6416.319716,0.834394904,2.717948718,4.033894316,8.045401426,2.178582331,0.362107308,0.043783489,0.990322134,0.001933271,43_0,Control
A02,T0,20884.41974,726.539974,163.0670693,1277085.42,0.497179541,0.942946009,0.526977929,1.46314741,1.704545455,34618.06771,1.082802548,3.153846154,0.448565962,6.153267867,1.873938836,0.403182616,0.03819598,0.995967999,0.00146665,44_0,Control
A02,T0,8060.644111,463.1268243,101.3071115,306225.2144,0.472258452,0.937363966,0.793695267,0.824899769,0.920454545,4398.365568,0.566878981,1.897435897,3.309734513,3.527290235,1.389106262,0.491254873,0.075238132,0.981048132,0.00568784,46_0,Control
A02,T0,15319.59103,646.1027108,139.6621248,802337.4882,0.46116242,0.938243301,0.455179953,1.552536383,1.761363636,23390.51314,1.101910828,3.487179487,0.542813508,8.642620775,2.136733924,0.3809316,0.038274671,0.991913331,0.001473197,47_0,Control
A02,T0,9600.349834,491.153925,110.5601422,398031.0162,0.500105562,0.95173178,0.270681457,0.923112985,1.011363636,7048.890757,0.643312102,2.102564103,0.678992522,3.056621526,1.306152254,0.505244301,0.066566768,0.991854546,0.004454291,48_0,Control
A02,T0,7471.329089,461.2199016,97.53354114,273264.4437,0.44135866,0.895274585,0.716224347,0.809173543,0.886363636,4018.355813,0.573248408,1.769230769,4.465881237,5.928396298,1.770205028,0.431674199,0.058872819,0.985477064,0.003484347,49_0,Control
A02,T0,4617.297494,346.9996038,76.67415314,132760.2657,0.481880956,0.902082275,0.348516474,1.253642121,1.409090909,2516.059736,0.872611465,2.948717949,20,4.994069993,1.741919996,0.411024098,0.060878818,0.990918972,0.003724057,51_0,Control
A02,T0,12713.55526,670.3584177,127.2297187,606578.2722,0.355518942,0.873339286,0.895059289,1.245294221,1.227272727,12080.59923,1.140127389,2.179487179,0.499301963,6.820581603,1.796026448,0.448150617,0.044040501,0.998447852,0.001949716,52_0,Control
A02,T0,17181.37938,667.6316058,147.9054146,952957.1402,0.484388825,0.93460032,0.51799436,1.395728354,1.659090909,25530.66305,0.993630573,3.333333333,0.995576067,15.48479081,2.860377706,0.311369156,0.038215031,0.988369415,0.001471097,53_0,Control
A02,T0,17914.9687,674.8420661,151.0299526,1014636.328,0.494335301,0.938002749,0.597847332,1.038528794,1.238636364,20367.62671,0.815286624,2,1.369838993,18.98335991,3.093477693,0.308649882,0.031691405,0.98889388,0.001011726,55_0,Control
A02,T0,12709.65596,547.1781091,127.2102062,606299.2331,0.533440801,0.955593777,0.501292413,1.297573655,1.579545455,16742.59287,0.987261146,2.769230769,0.630189361,15.91382774,2.823077211,0.322796317,0.033182782,0.992073929,0.001111063,57_0,Control
A02,T0,17224.79165,670.6482933,148.0921533,956571.1822,0.481253825,0.935334971,0.211247319,0.778470899,0.840909091,14056.07056,0.592356688,1.538461538,2.225536857,11.68538753,2.472991591,0.353711022,0.038958191,0.987875473,0.001528286,58_0,Control
A02,T0,5645.934257,398.1001777,84.78576982,179510.5809,0.447673037,0.903076923,0.521743139,0.883303106,1.011363636,2721.456868,0.630573248,2.025641026,6.903229687,17.84235566,3.258438416,0.263806289,0.041586124,0.95814367,0.001740684,6_0,Control
A02,T0,15446.96834,653.8080191,140.241545,812365.0146,0.454101184,0.925749361,0.456520613,1.542232189,1.852272727,23967.83045,1.114649682,3.564102564,0.969440954,17.32660452,2.881686027,0.328344356,0.037861872,0.989799471,0.001441794,7_0,Control
A02,T0,7875.297128,444.4520963,100.1356067,295724.1209,0.500987505,0.937461319,0.661390593,1.750581099,2.159090909,9768.24253,1.280254777,3.871794872,0.482082185,7.705935269,1.957057286,0.419580594,0.053118379,0.997088991,0.002831351,8_0,Control
A02,T0,14327.86769,664.4275288,135.0659385,725702.5862,0.407845984,0.898226916,0.24765397,1.277955948,1.545454545,16819.17824,1.038216561,2.487179487,1.128755122,14.72101373,2.684185832,0.345585212,0.03093578,0.995678126,0.00096129,9_0,Control
A03,T0,18759.81821,729.6591477,154.5501291,1087249.622,0.442790634,0.919077942,0.307372296,1.739859294,2.072289157,35213.01225,1.217687075,4.263157895,0.184185186,11.88504916,1.975462573,0.474413962,0.067252719,0.986015139,0.004544019,12_0,EGTA 2.0
A03,T0,25491.57904,931.7321413,180.1579487,1722191.471,0.36899837,0.868774031,0.516742101,1.647756692,2.036144578,46272.30344,1.238095238,3.657894737,0.601230133,20.83981265,2.91374093,0.371246809,0.04540526,0.990065549,0.002071569,13_0,EGTA 2.0
A03,T0,20037.23065,733.2856037,159.7253719,1200170.294,0.468275293,0.936095796,0.390935379,1.610632005,2.024096386,36092.65261,1.197278912,3.578947368,0.192844125,13.56688106,2.138437703,0.477129864,0.080443377,0.992448674,0.006493359,16_0,EGTA 2.0
A03,T0,9963.505143,542.83425,112.6318283,420827.9253,0.424900782,0.836326344,0.814482018,1.349672243,1.554216867,9899.845902,1.006802721,2.789473684,3.855316473,69.38408325,6.153910009,0.170540498,0.022545032,0.961776581,0.000509672,22_0,EGTA 2.0
A03,T0,38699.30627,1030.699195,221.976321,3221373.612,0.457771942,0.936872644,0.566776037,1.349893521,1.602409639,68035.98337,0.965986395,3.157894737,0.244236668,10.47209126,1.946423496,0.471686445,0.055104779,0.987041634,0.003051553,25_0,EGTA 2.0
A03,T0,7432.595989,451.7350255,97.28039439,271142.2009,0.457702053,0.886793623,0.738192593,1.494954394,1.710843373,7400.024249,1.040816327,3.473684211,3.599502433,18.21223951,3.233640808,0.269568898,0.038717176,0.973162614,0.001507466,26_0,EGTA 2.0
A03,T0,6801.688376,407.4950019,93.06008065,237362.1258,0.514733012,0.922277053,0.634409589,1.763771015,2.096385542,8025.158116,1.278911565,4,4.046562059,34.21978175,4.085257878,0.261685857,0.036283786,0.974055309,0.001321311,32_0,EGTA 2.0
A03,T0,12320.76523,604.137103,125.2488943,578685.8331,0.424205729,0.908595967,0.733203545,1.511735364,1.927710843,16316.15978,1.326530612,2.473684211,0.355601233,29.92567518,3.715945366,0.287548548,0.032404233,0.994783732,0.001053908,33_0,EGTA 2.0
A03,T0,9763.860707,532.9021262,111.4976841,408242.9463,0.432052511,0.883785501,0.794128574,1.320971718,1.445783133,10063.16254,1.081632653,2.5,1.00095524,16.46342363,2.903641033,0.320947714,0.036020079,0.992723456,0.001303842,37_0,EGTA 2.0
A03,T0,13878.92767,623.0716893,132.9330641,691863.1432,0.44925171,0.90654396,0.240164699,1.554953937,1.855421687,20077.56524,1.129251701,3.605263158,1.035430589,34.91439291,3.743340963,0.303963958,0.038137436,0.970660966,0.00146258,39_0,EGTA 2.0
A03,T0,8005.793882,446.2440984,100.9618411,303104.8836,0.505206928,0.93770362,0.442506633,1.254268934,1.469879518,7313.642153,0.925170068,2.763157895,3.4601673,12.46010472,2.595485266,0.33157901,0.042523247,0.982936566,0.001817589,42_0,EGTA 2.0
A03,T0,6338.450895,389.4900769,89.83521766,213531.0434,0.525049439,0.93339203,0.520722732,1.600525343,1.807228916,6813.436385,1.224489796,3.421052632,5.623779452,36.77288135,4.367698698,0.242079518,0.031444943,0.977731198,0.000991641,43_0,EGTA 2.0
A03,T0,10529.68429,534.3017666,115.7877819,457203.2952,0.463502407,0.910533651,0.421073636,1.245810552,1.43373494,10732.65791,0.945578231,2.657894737,4.530923608,67.52581676,6.123552874,0.167862269,0.022834921,0.952700872,0.000523229,44_0,EGTA 2.0
A03,T0,17128.60878,793.1660849,147.6781028,948570.1682,0.342139867,0.821347992,0.845134375,0.939106069,1.084337349,13952.29887,0.74829932,1.789473684,1.708068158,23.5081564,3.62230614,0.255337225,0.026642263,0.985227678,0.000714693,49_0,EGTA 2.0
A03,T0,20379.84962,730.9987536,161.0851652,1231084.291,0.479267044,0.940283292,0.657310896,1.026248357,1.204819277,23285.57522,0.782312925,2.105263158,1.637037145,21.40230204,3.388901762,0.276137028,0.029771548,0.979855739,0.000892544,53_0,EGTA 2.0
A03,T0,19688.63275,723.6133382,158.3298639,1168986.954,0.472511405,0.942308649,0.357750217,1.300342201,1.542168675,27998.96826,0.931972789,3,0.3394671,3.950126691,1.409967689,0.49809216,0.063472165,0.993235976,0.004051034,55_0,EGTA 2.0
A03,T0,11127.31783,545.066214,119.0283205,496674.7323,0.470654083,0.927378296,0.683378965,1.416705153,1.698795181,13642.87062,1.102040816,2.947368421,0.524788665,24.98277299,3.4622322,0.300527133,0.034945714,0.986949456,0.001227709,56_0,EGTA 2.0
A03,T0,10501.60929,638.6023749,115.633318,455375.9723,0.32359713,0.858527255,0.854381957,1.19819191,1.373493976,8079.408046,0.87755102,2.684210526,3.309462265,27.72105027,3.890037375,0.247805735,0.032245617,0.96978897,0.001046541,57_0,EGTA 2.0
A03,T0,5074.815994,356.5393659,80.38318484,152973.702,0.501666601,0.923637396,0.784262026,0.944349976,1.072289157,2129.509196,0.707482993,1.973684211,8.606887993,36.59483537,4.548748398,0.215105498,0.036164217,0.948636717,0.001310165,8_0,EGTA 2.0
A04,T0,6305.956684,415.2303275,89.60465064,211891.1421,0.459602853,0.898710729,0.675505213,1.427767261,1.571428571,5385.538107,1.051948052,3.125,4.896929889,22.08082484,3.413756914,0.273671776,0.034475577,0.983136396,0.001191884,14_0,EGTA 2.0
A04,T0,9028.45171,502.0933275,107.2165181,362999.6834,0.450043241,0.90438247,0.5912571,1.527863065,1.747252747,11289.38019,1.116883117,3.4,1.282993178,18.77532026,3.074967456,0.318286284,0.039871029,0.98608538,0.001598784,16_0,EGTA 2.0
A04,T0,27806.20672,852.8518907,188.1594058,1961999.75,0.480401526,0.943728826,0.387925608,1.557049842,1.857142857,52805.78833,1.168831169,3.475,0.161791506,13.97314167,2.443866929,0.388779414,0.04878963,0.994079715,0.002391831,18_0,EGTA 2.0
A04,T0,22109.32154,863.9237967,167.7809956,1391071.493,0.372249743,0.889803733,0.753309606,1.283637993,1.406593407,30058.95088,1.038961039,2.425,1.794000667,27.25431566,3.667542118,0.279474086,0.025054313,0.990046393,0.000631374,19_0,EGTA 2.0
A04,T0,28715.52474,886.8647664,191.2112487,2059024.254,0.458787755,0.93396689,0.341334547,1.779586404,2.054945055,62054.17789,1.279220779,4.15,0.180460485,13.76368877,2.333039556,0.421362809,0.057740178,0.991505163,0.003348014,24_0,EGTA 2.0
A04,T0,25777.78805,800.9914622,181.1664956,1751276.822,0.504893452,0.944445503,0.689299591,1.527790718,1.714285714,46894.0083,1.181818182,3.15,0.436361411,29.71760853,3.703058111,0.298342012,0.033028598,0.985993556,0.001096108,28_0,EGTA 2.0
A04,T0,20226.73689,760.6977875,160.4789122,1217236.776,0.439249609,0.910643228,0.753351472,1.601897369,1.901098901,34107.59877,1.215909091,3.55,0.365538632,41.00738169,3.667534505,0.352284765,0.048563632,0.984504794,0.002367747,29_0,EGTA 2.0
A04,T0,11881.18354,631.2594111,122.9942792,547994.1019,0.374674242,0.859261905,0.634588596,1.433686432,1.582417582,14321.09377,1.11038961,2.9,2.496644586,42.53287329,4.536926609,0.238483867,0.02646565,0.978994555,0.000703752,31_0,EGTA 2.0
A04,T0,10126.49611,505.3274217,113.5493518,431196.401,0.498337228,0.934867647,0.594415096,1.352954955,1.461538462,11650.29511,1.045454545,2.875,2.335488779,26.21780228,3.53895895,0.282873564,0.03261714,0.982312045,0.001067749,34_0,EGTA 2.0
A04,T0,25100.34873,821.3008202,178.7701222,1682697.154,0.467611417,0.94558043,0.657881326,1.624162364,1.879120879,48234.37388,1.181818182,3.725,0.437937946,21.97330884,2.90106105,0.365644947,0.047011979,0.986193999,0.002220824,37_0,EGTA 2.0
A04,T0,10625.34725,612.7896554,116.3125629,463448.0137,0.355574121,0.864637319,0.737944056,1.329089664,1.483516484,11220.17494,1,2.825,2.975166392,35.862935,4.305058224,0.235386756,0.026725813,0.977324804,0.000717244,38_0,EGTA 2.0
A04,T0,10585.83428,555.8306615,116.0960931,460865.2508,0.430576134,0.926194646,0.730670089,1.27572461,1.252747253,10393.3284,1.181818182,2.175,1.118358616,37.07859027,4.167509437,0.27639881,0.033926068,0.991904211,0.001155032,45_0,EGTA 2.0
A04,T0,4374.500745,339.481685,74.63100788,122427.5248,0.476986031,0.897684839,0.492554474,1.040049529,1.10989011,1731.682465,0.792207792,2.15,20,35.80782827,4.472240114,0.214571475,0.036364336,0.967014172,0.001324972,48_0,EGTA 2.0
A04,T0,30465.533,962.0761093,196.9515711,2250087.971,0.413618337,0.932806953,0.749656461,1.458650631,1.703296703,53039.45425,1.11038961,3.025,0.583031717,22.18263037,3.230753503,0.321078531,0.036030096,0.989497406,0.001306055,49_0,EGTA 2.0
A04,T0,17369.84581,720.2767578,148.7144061,968679.8636,0.420733434,0.882914905,0.665954996,1.296999583,1.43956044,22464.03279,0.961038961,2.775,2.543995015,27.26532347,3.873242264,0.245058047,0.027114276,0.979520478,0.000739202,52_0,EGTA 2.0
A04,T0,19676.67488,834.0322249,158.2817759,1167922.141,0.355464236,0.886044388,0.645416789,1.049076342,1.142857143,20332.14857,0.837662338,2,1.682249001,43.20979004,4.644962945,0.239449354,0.026716918,0.975889781,0.000717132,56_0,EGTA 2.0
A04,T0,9846.006074,538.0307087,111.9657282,413405.715,0.427420979,0.901551938,0.641012059,1.168046674,1.318681319,9400.439631,0.883116883,2.4,4.019896075,64.30085095,5.754060677,0.189594329,0.024596008,0.956358685,0.000608063,57_0,EGTA 2.0
A04,T0,19909.85334,853.2193837,159.2168729,1188744.221,0.343681772,0.88608913,0.850611172,1.124399168,1.21978022,22572.31331,0.850649351,2.225,1.972636578,27.56529525,3.907887734,0.245362372,0.024840239,0.984507003,0.00062112,58_0,EGTA 2.0
A04,T0,4743.115082,353.9201886,77.71178602,138223.4791,0.475842088,0.923661031,0.70382752,1.612208211,1.802197802,3496.87961,1.103896104,3.825,20,11.35291453,2.273138262,0.374668743,0.063929962,0.965631815,0.004131298,60_0,EGTA 2.0
A04,T0,5034.783125,373.8444708,80.06550427,151167.1687,0.452698138,0.892781414,0.770626053,1.311950945,1.406593407,2991.248155,0.896103896,3,20,13.13270084,2.76847789,0.301181962,0.047371233,0.969204584,0.002250858,7_0,EGTA 2.0
A05,T0,4113.767191,303.3569143,72.37272321,111646.7004,0.561748314,0.956193353,0.39767234,1.205199,1.333333333,2526.097104,0.866666667,2.710526316,4.35603421,8.257036712,2.230028418,0.349894586,0.04873055,0.988516961,0.002386561,11_0,DEX PREV
A05,T0,11905.87914,529.2756702,123.1220376,549703.5368,0.534081423,0.954445046,0.512284577,1.360821834,1.535714286,14936.38046,1.02,2.868421053,1.568030822,10.11500577,2.376302818,0.345172072,0.034539396,0.993162757,0.001199013,12_0,DEX PREV
A05,T0,12268.25458,583.580321,124.9817062,574990.2713,0.452680062,0.916922479,0.522425129,1.733421906,2.071428571,19837.28029,1.206666667,4.236842105,0.321881198,7.835088093,1.878739715,0.443677526,0.063681216,0.993264977,0.004079597,14_0,DEX PREV
A05,T0,31960.78664,902.5828414,201.7268882,2417756.263,0.493007105,0.964986775,0.530617054,1.770778609,2.166666667,72589.52754,1.273333333,4.105263158,0.104695468,9.382853436,1.948742194,0.454343415,0.062573548,0.994932602,0.003935678,16_0,DEX PREV
A05,T0,15290.99613,690.2526826,139.5317202,800092.1225,0.403301127,0.898814253,0.889801061,1.123251996,1.333333333,15136.9439,0.826666667,2.473684211,2.119955589,12.36369344,2.563771669,0.333117877,0.036671407,0.988782685,0.001357021,19_0,DEX PREV
A05,T0,5279.659504,365.1494667,81.98945824,162328.6584,0.497593201,0.920712634,0.533253407,1.155996002,1.297619048,3415.968186,0.833333333,2.5,3.801686478,9.81730533,2.395802526,0.341226857,0.048036641,0.984830871,0.002317039,20_0,DEX PREV
A05,T0,7431.29622,414.0656766,97.27188811,271071.0804,0.544673158,0.956502827,0.578356159,1.346521492,1.535714286,7238.899541,0.98,2.921052632,4.459910245,11.58233572,2.664413852,0.304591324,0.035301497,0.988962173,0.001252595,21_0,DEX PREV
A05,T0,5964.377531,386.4733893,87.14402637,194909.9523,0.50180594,0.917649882,0.820291724,0.746768293,0.797619048,2494.952869,0.54,1.552631579,20,5.122138331,1.723541504,0.425270674,0.065833617,0.990141644,0.004353579,23_0,DEX PREV
A05,T0,14408.71329,736.7847048,135.4464601,731853.4538,0.333544559,0.856732151,0.844802647,1.257093612,1.380952381,15080.09497,0.913333333,2.605263158,1.976395279,20.92907315,3.209861774,0.298169027,0.030761611,0.98852332,0.000951002,26_0,DEX PREV
A05,T0,12820.39623,560.8391751,127.7632007,614240.5712,0.512194167,0.927657814,0.80989919,1.118006172,1.273809524,13526.75667,0.82,2.368421053,2.708680285,31.57643126,4.101725284,0.243349198,0.028403814,0.972413207,0.000811655,29_0,DEX PREV
A05,T0,7301.579328,474.766047,96.41918657,264004.6273,0.407068378,0.871567319,0.656413191,0.817561071,0.797619048,3957.813143,0.82,0.921052632,12.1129326,40.13306972,3.737698125,0.333550683,0.041673663,0.991067609,0.001743237,30_0,DEX PREV
A05,T0,15734.47713,650.9662866,141.5406602,835150.6052,0.466600484,0.90605353,0.44254811,1.711784415,2.035714286,28184.53039,1.24,3.842105263,0.587507398,22.81608971,3.29402233,0.313763652,0.035368145,0.985958419,0.00125653,32_0,DEX PREV
A05,T0,6406.298809,417.824636,90.31474397,216968.7138,0.461135937,0.906495991,0.678371617,1.146932026,1.297619048,4653.10323,0.82,2.447368421,2.965637995,11.04610812,2.600959838,0.309305913,0.038716051,0.988982852,0.001506073,34_0,DEX PREV
