Well,Day,Area (um2),Perimeter (um),Equivalent diameter (um),Equivalent volume (um3),Form factor,Solidity,Eccentricity,Normalized mean intensity,Normalized median intensity,Normalized sum intensity,Normalized upper quartile intensity,Normalized lower quartile intensity,Granularity,Contrast,Dissimilarity,Homogeneity,Energy,Correlation,Angular second moment,Organoid_index,Condition
E09,T0,13805.62073,663.860212,132.5815306,686388.8723,0.393652054,0.886951584,0.595501137,1.460422783,1.688172043,17954.4377,1.144654088,2.860465116,1.445987851,26.84022183,3.583474869,0.284884089,0.028916885,0.98923477,0.000841561,9_0,NAM TREAT 0.5
E10,T0,16379.42224,666.8593166,144.4123544,887021.5987,0.462849711,0.928610378,0.475201982,1.734390601,2.021505376,29267.84139,1.242236025,3.904761905,0.434230305,15.53402639,2.6533599,0.363873209,0.043302394,0.988924814,0.001885415,13_0,NAM TREAT 0.5
E10,T0,23081.02844,1014.268865,171.428347,1483778.457,0.281941387,0.775429465,0.85351319,1.177235156,1.322580645,25641.35892,0.894409938,2.404761905,0.871464747,9.648084382,1.97315473,0.45021528,0.039489162,0.994274406,0.001566742,14_0,NAM TREAT 0.5
E10,T0,18350.13119,748.363893,152.853239,1051828.87,0.411740309,0.919332153,0.810802651,1.481974984,1.731182796,26918.59361,1.155279503,2.952380952,1.161300901,35.40673561,3.970659706,0.283720515,0.030368712,0.98757649,0.000927262,19_0,NAM TREAT 0.5
E10,T0,18879.91681,712.2940083,155.0440476,1097707.02,0.467618149,0.946404139,0.566213507,1.700125088,1.978494624,33812.08775,1.229813665,3.857142857,0.390084161,32.14759206,3.568770024,0.320049308,0.039722263,0.979826679,0.001585349,24_0,NAM TREAT 0.5
E10,T0,33112.64145,980.9382268,205.3297945,2549629.45,0.432434537,0.934624218,0.167116718,1.82158282,2.129032258,75178.54458,1.291925466,4.261904762,0.133659866,12.47872919,2.220413914,0.425336062,0.056011752,0.991828966,0.003149614,31_0,NAM TREAT 0.5
E10,T0,15772.69032,611.444901,141.7124308,838194.857,0.530152709,0.933504623,0.783829598,1.104161581,1.23655914,18125.91651,0.832298137,2.261904762,2.577531535,47.94455844,5.134951894,0.198310006,0.02297105,0.96673776,0.000531122,35_0,NAM TREAT 0.5
E10,T0,11251.57569,575.3076959,119.6910653,505017.4053,0.427191736,0.906127661,0.682657001,1.572349007,1.870967742,14396.42751,1.180124224,3.404761905,1.290649176,76.47246244,5.446158159,0.257860816,0.035362277,0.967016422,0.001256101,38_0,NAM TREAT 0.5
E10,T0,18821.16728,674.7996145,154.8026306,1092587.327,0.519405767,0.958865286,0.230427937,1.495326478,1.752688172,32139.052,1.155279503,3.119047619,0.318275498,27.37929167,3.522658069,0.300778484,0.031882512,0.990052764,0.001021956,39_0,NAM TREAT 0.5
E10,T0,19222.01587,716.7227707,156.4424199,1127677.004,0.470225731,0.926500439,0.569685387,1.295015198,1.451612903,26760.19404,0.97515528,2.69047619,1.426615442,28.31541012,3.906056766,0.245824511,0.025205247,0.982931546,0.000639036,40_0,NAM TREAT 0.5
E10,T0,56583.34048,1284.325158,268.4104072,5695334.047,0.431070663,0.925368375,0.549675828,1.645843072,1.978494624,129944.2481,1.242236025,3.595238095,0.243264854,18.33868545,2.660618358,0.388651226,0.049335796,0.993555294,0.002443692,41_0,NAM TREAT 0.5
E10,T0,35414.5314,942.3640853,212.3468433,2820061.481,0.501134049,0.942567544,0.61453303,1.561342867,1.870967742,72383.85531,1.161490683,3.428571429,0.307671745,21.62815002,2.987362784,0.345507669,0.04100112,0.990351863,0.001690586,48_0,NAM TREAT 0.5
E10,T0,5826.34212,415.1578586,86.12972303,188182.9624,0.424794926,0.888558516,0.583045012,0.813400865,0.806451613,2770.443347,0.577639752,1.547619048,7.199509859,18.37119721,3.109311691,0.296900073,0.043236892,0.988331002,0.00187797,49_0,NAM TREAT 0.5
E10,T0,30602.78855,933.1141988,197.3947329,2265310.976,0.441673426,0.942395133,0.610678617,1.246913445,1.483870968,47018.6122,0.931677019,2.619047619,0.623873216,19.67590645,3.165029783,0.300251431,0.036563784,0.985568784,0.001345894,52_0,NAM TREAT 0.5
E10,T0,36866.89269,1032.27379,216.6573,2995305.536,0.434767025,0.914101374,0.595730116,1.149279635,1.322580645,54375.86738,0.888198758,2.285714286,1.145377915,30.79978257,3.852318321,0.271885879,0.025295706,0.984534973,0.000646464,56_0,NAM TREAT 0.5
E10,T0,19896.33575,771.3773316,159.1628144,1187533.798,0.420193394,0.9114922,0.654745962,1.094703316,1.225806452,23374.1052,0.832298137,2.214285714,1.425472368,30.9748478,4.176833727,0.229882395,0.024225315,0.980302491,0.000590815,57_0,NAM TREAT 0.5
E10,T0,16005.60883,698.6878284,142.7549442,856829.9233,0.412017543,0.882333553,0.771268747,1.515760458,1.88172043,23065.3269,1.186335404,3,1.448547083,33.02069349,3.746995619,0.313931986,0.039990472,0.99070535,0.001607866,5_0,NAM TREAT 0.5
E11,T0,51661.63721,1177.110349,256.4715178,4968651.941,0.468536764,0.93683238,0.522106679,1.623090674,1.989130435,116739.1737,1.230769231,3.428571429,0.190865731,8.956311298,1.808767631,0.492138913,0.074151515,0.996810534,0.005519053,12_0,BHB TREAT 5.0
E11,T0,20670.7378,751.320546,162.2307024,1257535.617,0.460166831,0.903017364,0.446191776,1.216877217,1.380434783,27501.42511,0.929487179,2.5,0.858043026,22.26362492,3.327036073,0.290768796,0.030851307,0.983941475,0.000957601,13_0,BHB TREAT 5.0
E11,T0,3960.654466,316.8606081,71.01311068,105471.8977,0.495724424,0.936677733,0.550017825,1.19689354,1.326086957,1667.272701,0.83974359,2.642857143,20,12.12766353,2.742878155,0.294611613,0.049877801,0.978563243,0.002509404,14_0,BHB TREAT 5.0
E11,T0,9712.909783,530.5552416,111.2063884,405051.6069,0.433608713,0.8916784,0.801135014,1.266416056,1.402173913,9508.251749,0.935897436,2.642857143,1.664973266,19.25654397,3.269989418,0.27409187,0.031816065,0.981735913,0.001017527,18_0,BHB TREAT 5.0
E11,T0,15641.4137,665.5072763,141.12146,827752.1768,0.443792799,0.945132966,0.740548626,1.560709396,1.815217391,25015.0502,1.173076923,3.30952381,1.045812242,31.6938184,3.724914021,0.286028671,0.033424934,0.984355479,0.001124533,19_0,BHB TREAT 5.0
E11,T0,6293.73886,433.5727283,89.51780382,211275.6302,0.420721464,0.897035939,0.674769799,1.473045535,1.630434783,5865.66732,1.115384615,3,3.589314595,40.07148449,4.576575375,0.225612725,0.029590068,0.97596829,0.000878293,22_0,BHB TREAT 5.0
E11,T0,11119.25926,618.4804063,118.9852117,496135.2814,0.365286674,0.820336773,0.560429792,0.977328637,1.065217391,9134.113442,0.75,1.904761905,2.885889741,31.92565138,4.064739714,0.239030181,0.027363464,0.97792662,0.000752311,23_0,BHB TREAT 5.0
E11,T0,10895.69909,515.4945351,117.7829994,481248.0445,0.515248615,0.949763205,0.382292928,1.506150673,1.695652174,14361.14666,1.153846154,3.19047619,1.506297396,34.86403016,3.875476369,0.281508468,0.035253577,0.981599927,0.001248104,24_0,BHB TREAT 5.0
E11,T0,11414.82661,559.7945932,120.5562468,516048.2452,0.457743076,0.917929636,0.649394423,1.378042548,1.565217391,13610.92624,0.993589744,3,0.808382894,13.69917339,2.617240697,0.34143097,0.041845757,0.983154433,0.001760301,25_0,BHB TREAT 5.0
E11,T0,8103.53647,483.4061651,101.5762919,308672.6949,0.435772766,0.911997894,0.650444977,1.391210143,1.543478261,8158.05628,1,3.017857143,1.548933039,30.0007924,3.955577901,0.245130889,0.032244839,0.964408848,0.001044291,28_0,BHB TREAT 5.0
E11,T0,10332.11948,526.0415759,114.6963953,444396.3227,0.469201232,0.933267587,0.467447328,1.951926906,2.195652174,16443.03226,1.307692308,4.738095238,0.211446906,5.965109635,1.5166497,0.507816105,0.128183023,0.985373862,0.01647879,29_0,BHB TREAT 5.0
E11,T0,5946.960634,369.8981219,87.01669638,194056.8254,0.54618614,0.950238837,0.608346762,1.464240533,1.619565217,5518.722567,1.012820513,3.30952381,2.04743198,4.992993488,1.713736961,0.423587602,0.059202327,0.985168572,0.003525036,32_0,BHB TREAT 5.0
E11,T0,45523.61062,1048.541599,240.7539434,4109995.79,0.520325648,0.964599089,0.660327232,1.760962806,2,109854.1428,1.211538462,4.142857143,0.090168163,5.975786242,1.517583006,0.507298097,0.075616633,0.990254094,0.005739061,35_0,BHB TREAT 5.0
E11,T0,22456.61967,735.2950126,169.0936315,1423976.764,0.52195253,0.953551521,0.544547562,1.677521797,1.945652174,43781.64139,1.217948718,3.666666667,0.258058452,16.29556296,2.722667506,0.354370218,0.041127028,0.98908567,0.001700446,36_0,BHB TREAT 5.0
E11,T0,10580.63521,502.6606443,116.0675801,460525.7719,0.526225438,0.941761725,0.571877681,1.257310254,1.423913043,11514.4473,0.967948718,2.547619048,2.609226162,34.70996339,4.142624466,0.250799656,0.028603716,0.97649698,0.000821521,39_0,BHB TREAT 5.0
E11,T0,14061.93507,591.7556084,133.8066209,705592.5056,0.504626655,0.954880847,0.630958664,1.520239196,1.75,21593.47754,1.166666667,3.095238095,0.929686339,35.10820626,3.928176771,0.285054355,0.03149467,0.982949417,0.000997147,40_0,BHB TREAT 5.0
E11,T0,15452.68732,715.5881371,140.2675036,812816.2032,0.379216841,0.854878838,0.645848687,1.205515228,1.315217391,17177.38648,0.884615385,2.571428571,3.487963688,22.36579591,3.4864216,0.267186623,0.031340338,0.975854349,0.000988002,44_0,BHB TREAT 5.0
E11,T0,6814.426107,422.1509122,93.14717813,238029.2109,0.48051139,0.935813223,0.678757628,1.253443384,1.423913043,5214.324478,0.923076923,2.666666667,1.708619375,27.84515462,3.971362179,0.235152044,0.033822817,0.971928939,0.001148557,45_0,BHB TREAT 5.0
E11,T0,18711.98673,669.0736978,154.3529768,1083094.07,0.525269096,0.955061099,0.160072225,1.83388762,2.065217391,38056.83589,1.25,4.30952381,0.161564314,4.760342551,1.4605312,0.509560325,0.083823487,0.98632617,0.007057717,46_0,BHB TREAT 5.0
E11,T0,6410.198114,434.4174863,90.34222561,217166.8366,0.426841581,0.898226059,0.790068451,1.006175513,1.108695652,3823.46695,0.717948718,2.214285714,3.543985214,12.15817564,2.67683235,0.311122786,0.044321201,0.970791663,0.001975635,49_0,BHB TREAT 5.0
E11,T0,15087.45238,642.6936615,138.5999315,784169.95,0.459005345,0.934094055,0.564940776,1.214350861,1.347826087,17820.59889,0.891025641,2.571428571,1.454292765,12.47698923,2.675011184,0.317115466,0.034925156,0.985857598,0.001227494,50_0,BHB TREAT 5.0
E11,T0,12062.89117,633.7636679,123.9312312,560613.3577,0.377404085,0.87128936,0.744208084,0.986565523,1.054347826,8736.037703,0.75,1.952380952,3.263712961,17.06120565,3.103518955,0.285738641,0.032909986,0.986488489,0.001089356,52_0,BHB TREAT 5.0
E11,T0,50397.48241,1127.72416,253.3141677,4787398.616,0.497981188,0.946104482,0.717107367,1.302392453,1.467391304,91556.88705,0.935897436,2.880952381,0.267883141,10.20117531,2.177771746,0.402520898,0.047035842,0.986008249,0.002226098,53_0,BHB TREAT 5.0
E11,T0,7205.136507,445.8941883,95.78029404,258791.285,0.455395205,0.912403713,0.557036327,1.052047857,1.152173913,5459.076329,0.756410256,2.285714286,4.844705813,27.95532312,3.972399716,0.238020483,0.035568605,0.944642895,0.001272311,57_0,BHB TREAT 5.0
E12,T0,24457.48325,894.6901437,176.4659594,1618467.467,0.383951459,0.876545395,0.800624165,1.406051267,1.675324675,39339.90841,1.029411765,3.176470588,1.494577749,17.74299219,2.71541771,0.358808622,0.038300618,0.985926666,0.001475726,10_0,BHB TREAT 5.0
E12,T0,9234.854942,524.2371393,108.4351534,375518.5922,0.422264306,0.913379956,0.750465874,1.1860099,1.311688312,8241.582797,0.926470588,2.529411765,0.934534795,17.30759564,2.979449891,0.30625015,0.034627045,0.985609702,0.001205607,11_0,BHB TREAT 5.0
E12,T0,10654.98197,505.1524667,116.4746513,465388.2408,0.524707929,0.955408965,0.260662563,1.924852965,2.233766234,18451.64052,1.279411765,4.911764706,0.204935581,3.082647217,1.041698704,0.617718635,0.140544865,0.985268348,0.019809353,13_0,BHB TREAT 5.0
E12,T0,10099.98083,514.5773082,113.4005952,429503.9393,0.479323975,0.922654951,0.276453146,1.430340194,1.662337662,11711.62551,1.007352941,3.470588235,0.749275949,6.068510161,1.828781851,0.417444421,0.056553187,0.988588043,0.003223335,14_0,BHB TREAT 5.0
E12,T0,10630.80627,534.1692632,116.3424383,463805.2209,0.468185845,0.920436642,0.631099292,1.180434906,1.350649351,10607.38807,0.860294118,2.617647059,2.654292021,12.7087677,2.696436475,0.315156934,0.036809604,0.98393379,0.001369788,15_0,BHB TREAT 5.0
E12,T0,35787.04505,949.604563,213.4607246,2864673.213,0.498712345,0.948283107,0.460256833,1.600013574,1.909090909,74688.63362,1.205882353,3.558823529,0.349983011,11.97688991,2.28987256,0.407303878,0.044872027,0.992765466,0.00202297,16_0,BHB TREAT 5.0
E12,T0,6045.483083,396.2357066,87.73453213,198899.1112,0.483875525,0.918410868,0.140772124,2.035285502,2.337662338,7164.204968,1.338235294,5.117647059,0.408463275,1.213976335,0.793560248,0.644484946,0.137020255,0.980658171,0.018827567,23_0,BHB TREAT 5.0
E12,T0,10320.94147,565.750351,114.6343353,443675.3493,0.405209403,0.870889908,0.454056375,1.122449294,1.246753247,9572.247581,0.823529412,2.411764706,2.627263475,25.84213329,3.806843938,0.244829758,0.029992732,0.976134203,0.00090376,24_0,BHB TREAT 5.0
E12,T0,5511.538198,372.8123233,83.77056993,173139.261,0.498312942,0.939555083,0.647541655,1.147755713,1.311688312,3348.003415,0.808823529,2.676470588,3.684630284,11.30942281,2.585650066,0.319341083,0.046910692,0.975581442,0.002211235,25_0,BHB TREAT 5.0
E12,T0,27615.40071,848.9780108,187.5127202,1941839.59,0.481469,0.953129486,0.544251671,1.747552077,2.077922078,59294.44199,1.257352941,4.117647059,0.303426994,11.94370683,2.211906741,0.403273781,0.050097861,0.988564841,0.002521936,29_0,BHB TREAT 5.0
E12,T0,7668.893896,443.8123106,98.81466982,284174.7068,0.489264724,0.924158887,0.396859776,1.33689106,1.519480519,7164.399189,0.963235294,3.029411765,1.57670705,12.86575254,2.668606837,0.322084634,0.039160203,0.983141186,0.001542185,30_0,BHB TREAT 5.0
E12,T0,28538.75623,861.7094155,190.6218062,2040040.972,0.482973419,0.949622863,0.586940353,2.028061275,2.376623377,72369.33855,1.367647059,5.205882353,0.060849645,3.886482182,1.111912622,0.60370634,0.122392446,0.992865837,0.015024598,34_0,BHB TREAT 5.0
E12,T0,7659.015655,439.9808822,98.75100813,283625.819,0.497181785,0.918508589,0.51107064,1.667724926,1.987012987,8928.999252,1.183823529,3.970588235,0.910891924,14.72544483,2.407279552,0.396973766,0.063355169,0.979627517,0.004029067,36_0,BHB TREAT 5.0
E12,T0,20924.71256,785.2609528,163.2242981,1280783.07,0.426423725,0.916422838,0.438021072,1.539565242,1.818181818,35045.12361,1.220588235,3.205882353,1.069065863,31.78066976,3.59521156,0.331167347,0.039083765,0.986140571,0.001533739,40_0,BHB TREAT 5.0
E12,T0,7505.383023,415.2303275,97.75556487,275134.8589,0.547021748,0.953374719,0.441732778,1.204015022,1.311688312,6664.223144,0.919117647,2.5,4.031703052,13.92220744,2.819194946,0.30510363,0.035781139,0.988629615,0.001285814,41_0,BHB TREAT 5.0
E12,T0,19261.78879,701.5295609,156.6041864,1131178.785,0.491829448,0.93936359,0.448231768,1.458592574,1.688311688,30430.61687,1.117647059,3.147058824,0.287620141,19.69097371,2.860280095,0.35460527,0.036353313,0.98723067,0.001327825,46_0,BHB TREAT 5.0
E12,T0,26637.71487,832.1377366,184.1634925,1839635.476,0.483410852,0.963997441,0.668454147,1.818549163,2.168831169,59279.24705,1.279411765,4.441176471,0.132235659,6.42330269,1.423050996,0.539639983,0.084645033,0.992236099,0.007187,47_0,BHB TREAT 5.0
E12,T0,24467.10153,773.0368304,176.500655,1619422.293,0.514507863,0.9279496,0.641970368,1.475476325,1.74025974,42459.78219,1.117647059,3.235294118,0.93406149,12.74280745,2.453304527,0.367727934,0.035910275,0.992125992,0.001297163,50_0,BHB TREAT 5.0
E12,T0,19813.67048,731.5360532,158.8318255,1180140.544,0.465268157,0.91885571,0.782981975,1.106172366,1.324675325,23694.21208,0.823529412,2.529411765,0.665321156,14.5729534,2.556317141,0.363492608,0.04224023,0.98540174,0.001800413,52_0,BHB TREAT 5.0
E12,T0,10500.56947,536.9385268,115.6275931,455308.3405,0.457692276,0.944380801,0.738882045,1.09892221,1.246753247,9697.988503,0.816176471,2.352941176,2.850628871,9.256281707,2.288286862,0.354988364,0.03799899,0.990973546,0.001451391,53_0,BHB TREAT 5.0
E12,T0,23781.34369,782.1842307,174.0096182,1551818.451,0.488459028,0.925192152,0.627919272,1.13355252,1.324675325,32237.10011,0.867647059,2.411764706,1.17601022,14.65404116,2.789621156,0.318302534,0.032802183,0.986020224,0.001082855,58_0,BHB TREAT 5.0
E12,T0,3828.078082,328.9946788,69.81447124,100220.7177,0.44443976,0.923375972,0.100319631,1.503518693,1.720779221,1536.596105,1.007352941,3.735294118,20,7.382064011,1.936060743,0.415207065,0.081377176,0.974108874,0.00664591,59_0,BHB TREAT 5.0
E12,T0,20861.02391,907.0240381,162.9757055,1274940.033,0.318645574,0.82282193,0.904362451,1.223539025,1.415584416,24311.72042,0.985294118,2.441176471,1.271086041,21.030435,3.131436043,0.314444224,0.029179649,0.989309785,0.000856144,7_0,BHB TREAT 5.0
E12,T0,10888.68034,527.8035608,117.7450568,480783.1066,0.49117978,0.926109355,0.467813184,1.373445175,1.61038961,13142.49688,1.044117647,2.970588235,0.968025078,12.55178841,2.620360777,0.333902128,0.03632738,0.990266727,0.001326904,8_0,BHB TREAT 5.0
F01,T0,24477.49968,834.5270728,176.5381561,1620454.747,0.441668125,0.922044222,0.684750419,1.588018435,1.923076923,45212.47287,1.183544304,3.133333333,0.551832764,8.553281386,1.989890344,0.419684517,0.046026683,0.99547653,0.002133476,14_0,BHB TREAT 2.0
F01,T0,10169.38847,518.2337815,113.7895757,433938.8997,0.475831581,0.91478814,0.462995889,1.007377728,1.10989011,8673.52224,0.727848101,2.022222222,2.174800861,7.752039402,2.009611997,0.402005354,0.050020712,0.985030923,0.002521574,17_0,BHB TREAT 2.0
F01,T0,16371.36367,658.3817193,144.3768251,886367.0663,0.474612522,0.922173576,0.535282471,1.574208973,1.868131868,26624.59637,1.196202532,3.044444444,1.306826777,38.51286773,3.497059364,0.345996597,0.03630528,0.981210407,0.00132568,23_0,BHB TREAT 2.0
F01,T0,5911.087024,394.2687493,86.75384574,192303.5744,0.477851008,0.911675086,0.542142311,0.989198269,1.10989011,3558.146173,0.715189873,1.977777778,4.497427868,5.06271324,1.731180526,0.41977099,0.053758437,0.991115947,0.002902208,24_0,BHB TREAT 2.0
F01,T0,24496.73625,861.0220296,176.6075121,1622365.366,0.415230804,0.908420495,0.350175322,1.432429649,1.648351648,40271.32715,1.120253165,2.711111111,0.347044094,23.61538544,3.11259,0.327534767,0.027870512,0.990620969,0.000780811,25_0,BHB TREAT 2.0
F01,T0,36082.35244,1023.023904,214.3396324,2900204.309,0.433244587,0.928268095,0.748545311,1.61333227,1.967032967,74177.79109,1.215189873,3.244444444,0.184401811,17.61690681,2.543687886,0.387377117,0.044497021,0.99240574,0.001989351,26_0,BHB TREAT 2.0
F01,T0,16412.95627,716.5177984,144.5601085,889747.0268,0.401737813,0.885600471,0.875977343,1.210763142,1.241758242,18442.34418,0.955696203,1.977777778,0.409761825,8.892036983,2.191417943,0.376245364,0.035966715,0.997563358,0.001299085,30_0,BHB TREAT 2.0
F01,T0,26984.75305,841.9124882,185.3592584,1875702.68,0.478403567,0.936336412,0.446189485,1.704790093,2.131868132,56442.19038,1.291139241,3.355555556,0.100809733,9.835456262,1.994351787,0.430710155,0.056736103,0.996646872,0.003231154,31_0,BHB TREAT 2.0
F01,T0,24236.26265,794.8907667,175.6660697,1596558.376,0.482015063,0.938968507,0.559373434,1.735392793,2.098901099,49009.22787,1.259493671,3.711111111,0.160139083,11.45062523,2.020250378,0.44948717,0.062325988,0.993437388,0.003898161,34_0,BHB TREAT 2.0
F01,T0,32153.67228,903.5300856,202.3346907,2439676.251,0.494943025,0.95849542,0.461472024,1.406723571,1.791208791,57767.10343,1.094936709,2.622222222,0.245096713,8.855198038,1.973466656,0.418516395,0.048334236,0.996865889,0.002352582,38_0,BHB TREAT 2.0
F01,T0,14668.66699,617.6956828,136.6628218,751748.0336,0.483115956,0.92186045,0.60360645,1.092534107,1.230769231,16171.68985,0.829113924,2,1.615971408,10.30650285,2.292403849,0.366393987,0.034435694,0.993325208,0.001192362,40_0,BHB TREAT 2.0
F01,T0,11890.80182,562.6487601,123.0440535,548659.6708,0.472004645,0.930812747,0.655120194,1.863246057,2.208791209,19973.99773,1.297468354,4.288888889,0.223079297,9.953065057,1.831245648,0.470270068,0.083304698,0.994392563,0.006962714,42_0,BHB TREAT 2.0
F01,T0,23795.38119,782.9865371,174.0609672,1553192.65,0.487746252,0.938754371,0.609236983,1.033607846,1.186813187,29522.9409,0.810126582,1.866666667,1.429263515,14.14011302,2.71034276,0.327009913,0.032403902,0.989184655,0.001056305,4_0,BHB TREAT 2.0
F01,T0,51909.89299,1240.61,257.0870057,5004509.609,0.423827803,0.942912187,0.536647208,1.606476622,1.901098901,113870.2759,1.183544304,3.4,0.270101367,9.254864663,1.994646634,0.43647558,0.047590222,0.994450694,0.002277979,50_0,BHB TREAT 2.0
F01,T0,19482.74943,749.6134472,157.4998635,1150698.891,0.435697805,0.903258852,0.798831716,1.057089975,1.153846154,21692.54338,0.835443038,1.866666667,2.230549685,17.11854612,2.981579291,0.307668543,0.02958931,0.990300473,0.000880383,51_0,BHB TREAT 2.0
F01,T0,30556.25684,996.8012396,197.2446059,2260146.314,0.386449613,0.88096862,0.757593154,1.052500578,1.208791209,37900.5458,0.816455696,1.888888889,1.082589332,25.84173822,3.416635899,0.304110212,0.027783131,0.987830141,0.000776563,56_0,BHB TREAT 2.0
F01,T0,15291.51603,634.2585158,139.5340923,800132.9286,0.477669811,0.926668662,0.577857633,1.053483458,1.175824176,15946.57911,0.82278481,1.933333333,1.325623461,14.99918264,2.758098697,0.326922442,0.033353761,0.988219711,0.001120742,59_0,BHB TREAT 2.0
F01,T0,13817.05869,674.3047666,132.6364411,687242.0591,0.381867772,0.877457697,0.525839955,1.187804715,1.340659341,15264.47839,0.955696203,2.111111111,3.109851345,22.89163342,3.39144793,0.276243821,0.027835483,0.988517865,0.000778512,5_0,BHB TREAT 2.0
F01,T0,5771.751845,390.437321,85.72527452,185544.3792,0.475789514,0.895498911,0.250627171,1.17256754,1.313186813,3939.826936,0.873417722,2.288888889,4.240586104,14.43700376,2.899202476,0.299556885,0.037999468,0.985498992,0.001450841,6_0,BHB TREAT 2.0
F01,T0,13113.10409,596.0042672,129.2134772,635396.1658,0.463891734,0.933888735,0.842643277,1.228202136,1.406593407,14092.39131,0.905063291,2.444444444,1.357927021,29.26694308,3.701771436,0.277045781,0.030953526,0.973005917,0.000962698,8_0,BHB TREAT 2.0
F01,T0,42914.19545,1091.454451,233.7521137,3761731.46,0.45268865,0.936992366,0.755104308,1.3647969,1.582417582,77980.40045,1.126582278,2.377777778,0.420946101,20.41311075,2.88136794,0.341295523,0.031105878,0.993607644,0.000972857,9_0,BHB TREAT 2.0
F02,T0,27979.85579,971.9906503,188.7460168,1980407.373,0.372161258,0.866109292,0.868008897,1.566559578,1.922222222,48036.98289,1.20754717,3.325,0.614355329,31.49026453,3.662846209,0.31534777,0.037191605,0.989569009,0.00138987,10_0,BHB TREAT 2.0
F02,T0,9789.336169,515.1021734,111.6430469,409841.744,0.463635137,0.914895168,0.683845286,1.282616671,1.455555556,10300.69448,0.968553459,2.7,3.77502927,23.94240338,3.657677325,0.254388622,0.027210714,0.986914549,0.000743766,14_0,BHB TREAT 2.0
F02,T0,14095.46909,700.1299205,133.9660728,708117.9893,0.36135338,0.850170119,0.863581902,1.104089488,1.255555556,12779.83583,0.823899371,2.3,2.414181703,47.37985396,5.083225259,0.200057207,0.023904641,0.965640547,0.000574079,16_0,BHB TREAT 2.0
F02,T0,8372.588542,434.3274345,103.2487812,324172.336,0.557744232,0.954707138,0.578665705,1.114300884,1.244444444,7318.728208,0.880503145,2.225,4.677127207,53.34752731,5.373186618,0.194703658,0.024815039,0.969657763,0.000617686,18_0,BHB TREAT 2.0
F02,T0,7649.397369,455.9163639,98.68898228,283091.7155,0.462452068,0.908125791,0.36128976,1.668887098,1.966666667,8269.335568,1.27672956,3.7,0.651905819,57.88202847,4.737447301,0.272684548,0.036076542,0.979157257,0.001306586,19_0,BHB TREAT 2.0
F02,T0,46802.84274,1113.730766,244.1131504,4284446.02,0.47415645,0.946618225,0.468789636,1.84881429,2.2,119196.7549,1.314465409,4.4,0.080015567,12.94661303,2.159771645,0.444313097,0.060720896,0.991591443,0.003700703,22_0,BHB TREAT 2.0
F02,T0,7311.977475,450.950302,96.48781722,264568.7798,0.451842777,0.934702422,0.740079346,1.361769193,1.555555556,6057.149372,0.987421384,3.025,3.779700942,41.25040391,4.721703639,0.209391341,0.028805557,0.967112393,0.000831666,23_0,BHB TREAT 2.0
F02,T0,29051.12496,894.6601264,192.3253522,2095225.44,0.456096411,0.939765216,0.596736285,1.799187902,2.177777778,63824.39164,1.289308176,4.225,0.219302646,35.6675604,3.479697886,0.370523062,0.057573194,0.980283704,0.003326932,25_0,BHB TREAT 2.0
F02,T0,5581.725695,438.9187175,84.30227685,176457.0693,0.364091174,0.836267331,0.796090163,1.094531346,1.155555556,2788.865871,0.79245283,2.075,20,66.06630576,5.41753111,0.208622312,0.030650252,0.97651369,0.000940735,26_0,BHB TREAT 2.0
F02,T0,15052.87854,633.021396,138.4410352,781476.0331,0.472055044,0.940765532,0.562011719,1.372900709,1.588888889,20534.4759,0.987421384,3.1,1.58828688,28.15816443,3.568268825,0.294199548,0.033762556,0.970310169,0.001147587,27_0,BHB TREAT 2.0
F02,T0,5811.784713,370.495456,86.02205602,187478.1263,0.532051425,0.939646114,0.321919941,1.528797435,1.788888889,5373.722985,1.119496855,3.375,3.32041116,46.377463,4.825598756,0.221312224,0.031398773,0.971148999,0.000988572,28_0,BHB TREAT 2.0
F02,T0,33701.69652,1022.878966,207.1480937,2617965.821,0.404774487,0.931083517,0.824550832,1.904599049,2.244444444,80775.95026,1.314465409,4.7,0.16520063,20.87123832,2.494322798,0.435086773,0.069820561,0.978908744,0.004892255,32_0,BHB TREAT 2.0
F02,T0,11476.69559,622.2994002,120.882516,520249.4392,0.372415683,0.903156517,0.867116399,1.280521954,1.5,11420.97531,0.943396226,2.85,3.520850668,64.14098158,5.742125675,0.193359183,0.025741103,0.952460629,0.000665151,35_0,BHB TREAT 2.0
F02,T0,13040.57701,616.7360042,128.8556492,630132.0061,0.430832113,0.916791549,0.415600431,1.121128694,1.277777778,13778.67165,0.855345912,2.3,3.134856116,58.40624591,5.661252056,0.180660482,0.021919563,0.963784116,0.000483749,43_0,BHB TREAT 2.0
F02,T0,6928.025871,483.3885822,93.92037322,244006.0408,0.372586049,0.84416078,0.8817798,1.161413808,1.322222222,4241.483226,0.899371069,2.275,20,56.52045885,5.616002973,0.179389343,0.025680903,0.975769845,0.000661964,44_0,BHB TREAT 2.0
F02,T0,68104.48815,1347.77721,294.4712677,7520555.611,0.471139352,0.954342291,0.621496631,0.866118514,1.044444444,85541.32891,0.672955975,1.75,0.566850027,16.73841854,2.641217805,0.386574261,0.038066635,0.986417925,0.001460858,4_0,BHB TREAT 2.0
